date,open,high,low,close,volume
2025-05-27 12:00:00+00:00,485.65,485.65,485.65,485.65,366.0
2025-05-27 13:25:00+00:00,485.17,485.17,485.17,485.17,1660.0
2025-05-27 13:30:00+00:00,483.56,484.37,481.29,481.29,23944.0
2025-05-27 13:35:00+00:00,481.585,483.36,481.175,483.36,14005.0
2025-05-27 13:40:00+00:00,483.36,483.36,482.94,483.025,3412.0
2025-05-27 13:45:00+00:00,482.85,482.85,482.37,482.62,5662.0
2025-05-27 13:50:00+00:00,482.45,482.8399,482.12,482.4,4895.0
2025-05-27 13:55:00+00:00,482.51,482.51,482.285,482.285,2700.0
2025-05-27 14:00:00+00:00,482.54,482.8,482.54,482.7,4121.0
2025-05-27 14:05:00+00:00,482.83,483.1899,482.49,482.75,11319.0
2025-05-27 14:10:00+00:00,482.695,483.2199,482.695,483.2199,3317.0
2025-05-27 14:15:00+00:00,483.215,483.34,482.9,483.3,12309.0
2025-05-27 14:20:00+00:00,483.345,483.825,483.345,483.825,2176.0
2025-05-27 14:25:00+00:00,484.33,484.33,483.53,483.53,3613.0
2025-05-27 14:30:00+00:00,483.27,483.416,483.27,483.416,1996.0
2025-05-27 14:35:00+00:00,483.6688,483.6688,483.19,483.2,2701.0
2025-05-27 14:40:00+00:00,483.28,483.28,482.565,482.8651,2520.0
2025-05-27 14:45:00+00:00,482.9,483.12,482.89,482.89,1430.0
2025-05-27 14:50:00+00:00,482.905,482.905,482.63,482.63,999.0
2025-05-27 14:55:00+00:00,482.73,482.8,482.73,482.8,362.0
2025-05-27 15:00:00+00:00,482.68,482.68,482.05,482.06,5910.0
2025-05-27 15:05:00+00:00,481.98,482.08,481.74,482.08,3460.0
2025-05-27 15:10:00+00:00,481.92,482.065,481.92,482.065,838.0
2025-05-27 15:15:00+00:00,481.88,481.88,481.58,481.68,1658.0
2025-05-27 15:20:00+00:00,481.775,481.775,481.07,481.07,3158.0
2025-05-27 15:25:00+00:00,481.305,481.64,481.285,481.64,1925.0
2025-05-27 15:30:00+00:00,481.49,481.89,481.18,481.55,14310.0
2025-05-27 15:35:00+00:00,481.54,481.54,478.265,478.6,48590.0
2025-05-27 15:40:00+00:00,478.6,479.09,478.42,478.99,27859.0
2025-05-27 15:45:00+00:00,479.045,479.26,478.7001,479.085,6528.0
2025-05-27 15:50:00+00:00,479.09,479.42,478.9,479.42,6208.0
2025-05-27 15:55:00+00:00,479.215,479.53,479.155,479.16,4538.0
2025-05-27 16:00:00+00:00,479.16,479.3,479.07,479.195,6612.0
2025-05-27 16:05:00+00:00,479.3,479.3,478.99,479.06,4706.0
2025-05-27 16:10:00+00:00,479.255,479.35,479.255,479.34,2484.0
2025-05-27 16:15:00+00:00,479.34,479.35,479.26,479.345,2491.0
2025-05-27 16:20:00+00:00,479.4998,479.595,479.345,479.595,5467.0
2025-05-27 16:25:00+00:00,479.77,480.37,479.72,480.26,2668.0
2025-05-27 16:30:00+00:00,480.02,480.02,479.8,479.8,1413.0
2025-05-27 16:35:00+00:00,480.38,480.53,480.19,480.19,1769.0
2025-05-27 16:40:00+00:00,480.61,480.61,480.255,480.315,2027.0
2025-05-27 16:45:00+00:00,480.315,480.315,479.9,480.045,2141.0
2025-05-27 16:50:00+00:00,479.9,479.9,479.9,479.9,508.0
2025-05-27 16:55:00+00:00,480.05,480.05,480.045,480.045,1466.0
2025-05-27 17:00:00+00:00,480.21,480.34,480.04,480.34,1169.0
2025-05-27 17:05:00+00:00,480.76,480.76,480.405,480.405,831.0
2025-05-27 17:10:00+00:00,480.41,480.43,479.98,479.98,2982.0
2025-05-27 17:15:00+00:00,480.17,480.17,480.17,480.17,221.0
