Price,Close,High,Low,Open,Volume
Ticker,BBAI,BBAI,BBAI,BBAI,BBAI
Date,,,,,
2024-01-15,1.7699999809265137,1.9900000095367432,1.6200000047683716,1.9700000286102295,10412400
2024-01-22,1.809999942779541,1.9800000190734863,1.7599999904632568,1.809999942779541,10198500
2024-01-29,1.6299999952316284,1.850000023841858,1.5700000524520874,1.8200000524520874,8029600
2024-02-05,1.850000023841858,1.909999966621399,1.5700000524520874,1.659999966621399,11068000
2024-02-12,2.2100000381469727,2.3299999237060547,1.7400000095367432,1.8600000143051147,30277400
2024-02-19,1.9500000476837158,2.259999990463257,1.899999976158142,2.1700000762939453,18579200
2024-02-26,3.4600000381469727,4.179999828338623,1.9199999570846558,1.9500000476837158,157764700
2024-03-04,2.569999933242798,4.795000076293945,2.5199999809265137,4.099999904632568,197960600
2024-03-11,2.440000057220459,2.890000104904175,2.2799999713897705,2.569999933242798,153739400
2024-03-18,2.0,2.490000009536743,1.9500000476837158,2.450000047683716,64694400
2024-03-25,2.049999952316284,2.2300000190734863,1.9600000381469727,2.0,42098300
2024-04-01,1.9500000476837158,2.069999933242798,1.8200000524520874,2.0399999618530273,30096100
2024-04-08,1.75,1.9900000095367432,1.6799999475479126,1.9800000190734863,22830200
2024-04-15,1.4500000476837158,1.7400000095367432,1.440000057220459,1.7300000190734863,20939100
2024-04-22,1.7999999523162842,1.8200000524520874,1.4700000286102295,1.4900000095367432,24659100
2024-04-29,1.4900000095367432,1.8700000047683716,1.4600000381469727,1.8300000429153442,34142500
2024-05-06,1.3899999856948853,1.559999942779541,1.3899999856948853,1.5,16001800
2024-05-13,1.5099999904632568,1.7100000381469727,1.399999976158142,1.4299999475479126,31858500
2024-05-20,1.5700000524520874,1.6399999856948853,1.4800000190734863,1.5199999809265137,21010400
2024-05-27,1.5,1.6100000143051147,1.4700000286102295,1.590000033378601,12892900
2024-06-03,1.440000057220459,1.5199999809265137,1.3200000524520874,1.5,20016200
2024-06-10,1.3600000143051147,1.4700000286102295,1.340000033378601,1.399999976158142,13226400
2024-06-17,1.2899999618530273,1.3600000143051147,1.1799999475479126,1.350000023841858,13890000
2024-06-24,1.5099999904632568,1.5199999809265137,1.2350000143051147,1.2899999618530273,20243500
2024-07-01,1.4299999475479126,1.5,1.399999976158142,1.4900000095367432,7848900
2024-07-08,1.6100000143051147,1.6299999952316284,1.409999966621399,1.4299999475479126,17015400
2024-07-15,1.4800000190734863,1.6699999570846558,1.4500000476837158,1.6200000047683716,16465500
2024-07-22,1.5199999809265137,1.5579999685287476,1.440000057220459,1.4800000190734863,12656500
2024-07-29,1.340000033378601,1.5700000524520874,1.2799999713897705,1.5199999809265137,15281700
2024-08-05,1.2100000381469727,1.2799999713897705,1.1649999618530273,1.1699999570846558,11590600
2024-08-12,1.2599999904632568,1.409999966621399,1.2000000476837158,1.2300000190734863,20204400
2024-08-19,1.7200000286102295,1.9600000381469727,1.2599999904632568,1.2599999904632568,114888300
2024-08-26,1.590000033378601,1.7100000381469727,1.5399999618530273,1.7000000476837158,17827900
2024-09-02,1.2899999618530273,1.6200000047683716,1.2899999618530273,1.600000023841858,10244500
2024-09-09,1.5800000429153442,1.600000023841858,1.2999999523162842,1.3200000524520874,11246700
2024-09-16,1.5800000429153442,1.659999966621399,1.5449999570846558,1.590000033378601,12930600
2024-09-23,1.5499999523162842,1.600000023841858,1.5,1.600000023841858,8139100
2024-09-30,1.5099999904632568,1.5499999523162842,1.3600000143051147,1.5299999713897705,11220500
2024-10-07,1.6100000143051147,1.6100000143051147,1.4800000190734863,1.590000033378601,10647900
2024-10-14,1.75,1.940000057220459,1.659999966621399,1.6799999475479126,43759800
2024-10-21,1.590000033378601,1.7649999856948853,1.559999942779541,1.7400000095367432,15568500
2024-10-28,1.5800000429153442,1.7999999523162842,1.559999942779541,1.6100000143051147,18950100
