Price,Close,High,Low,Open,Volume
Ticker,IONQ,IONQ,IONQ,IONQ,IONQ
Date,,,,,
2024-05-20,8.430000305175781,8.859000205993652,8.270000457763672,8.84000015258789,14477500
2024-05-27,8.149999618530273,8.619999885559082,8.03499984741211,8.420000076293945,12967900
2024-06-03,7.860000133514404,8.319999694824219,7.670000076293945,8.289999961853027,17195600
2024-06-10,7.699999809265137,8.369999885559082,7.556000232696533,7.800000190734863,18626500
2024-06-17,6.760000228881836,7.639999866485596,6.329999923706055,7.610000133514404,26359000
2024-06-24,7.03000020980835,7.190000057220459,6.53000020980835,6.840000152587891,30871100
2024-07-01,7.409999847412109,7.609000205993652,6.789999961853027,7.070000171661377,13946900
2024-07-08,8.449999809265137,8.770000457763672,7.449999809265137,7.519999980926514,31153000
2024-07-15,7.429999828338623,9.050000190734863,7.369999885559082,8.529999732971191,27417100
2024-07-22,8.210000038146973,8.375,7.480000019073486,7.679999828338623,21888700
2024-07-29,7.079999923706055,8.46500015258789,6.945000171661377,8.34000015258789,20687100
2024-08-05,7.119999885559082,7.519999980926514,6.21999979019165,6.269999980926514,31022300
2024-08-12,7.28000020980835,7.659999847412109,6.679999828338623,7.130000114440918,18714200
2024-08-19,7.380000114440918,7.789999961853027,7.080999851226807,7.320000171661377,17578600
2024-08-26,7.420000076293945,7.650000095367432,6.909999847412109,7.5,17054300
2024-09-02,6.800000190734863,7.364999771118164,6.710000038146973,7.300000190734863,13660700
2024-09-09,7.760000228881836,7.829999923706055,6.539999961853027,6.949999809265137,21079600
2024-09-16,8.220000267028809,8.270000457763672,7.400000095367432,7.699999809265137,25439100
2024-09-23,9.710000038146973,10.0,7.500999927520752,8.229999542236328,64775400
2024-09-30,9.3100004196167,10.109999656677246,7.989999771118164,9.760000228881836,61551800
2024-10-07,10.65999984741211,10.720000267028809,8.854999542236328,9.489999771118164,45773000
2024-10-14,13.300000190734863,13.795000076293945,10.329999923706055,10.699999809265137,75787400
2024-10-21,16.959999084472656,17.049999237060547,12.989999771118164,13.220000267028809,128516200
2024-10-28,14.850000381469727,18.200000762939453,14.53499984741211,17.520000457763672,125881500
2024-11-04,24.790000915527344,25.68000030517578,14.149999618530273,14.899999618530273,181780100
2024-11-11,29.139999389648438,29.479999542236328,21.299999237060547,24.389999389648438,177717500
2024-11-18,31.799999237060547,33.80099868774414,22.270000457763672,28.149999618530273,185105900
2024-11-25,36.5,37.279998779296875,28.31999969482422,33.93000030517578,101406400
2024-12-02,37.970001220703125,38.44900131225586,30.81999969482422,36.540000915527344,114726700
2024-12-09,33.83000183105469,38.25,28.040000915527344,38.0,130433400
2024-12-16,44.41999816894531,47.40999984741211,32.38999938964844,32.470001220703125,187005700
2024-12-23,45.47999954223633,48.560001373291016,39.84000015258789,45.33000183105469,92693600
2024-12-30,47.77000045776367,47.909000396728516,38.459999084472656,44.599998474121094,84144000
2025-01-06,32.33000183105469,54.7400016784668,25.923999786376953,48.29999923706055,248503800
2025-01-13,38.88999938964844,42.349998474121094,26.625,29.549999237060547,248319300
2025-01-20,40.7599983215332,45.560001373291016,38.79999923706055,39.189998626708984,98478800
2025-01-27,39.4900016784668,42.97999954223633,35.75,38.02000045776367,82837000
2025-02-03,40.56999969482422,44.59000015258789,37.209999084472656,37.400001525878906,72843900
2025-02-10,37.459999084472656,42.849998474121094,36.52000045776367,39.4900016784668,63528600
2025-02-17,31.739999771118164,36.31999969482422,31.360000610351562,36.0,69494800
2025-02-24,24.56999969482422,32.540000915527344,23.010000228881836,31.15999984741211,96342700
2025-03-03,20.549999237060547,25.579999923706055,19.915000915527344,25.31999969482422,88224800
2025-03-10,25.0,25.239999771118164,17.8799991607666,20.0,130997200
2025-03-17,22.260000228881836,25.5,20.610000610351562,24.979999542236328,119474100
2025-03-24,22.850000381469727,27.829999923706055,21.920000076293945,23.229999542236328,111381000
2025-03-31,20.68000030517578,25.834999084472656,19.3700008392334,21.670000076293945,110443500
2025-04-07,26.09000015258789,27.25,18.809999465942383,19.610000610351562,121972600
2025-04-14,25.739999771118164,28.25,23.801000595092773,27.700000762939453,48826500
2025-04-21,28.899999618530273,31.850000381469727,23.485000610351562,25.155000686645508,84079300
2025-04-28,30.920000076293945,31.329999923706055,26.329999923706055,29.290000915527344,65332800
2025-05-05,31.270000457763672,33.5,27.969999313354492,30.1299991607666,87678400
2025-05-12,34.9900016784668,35.290000915527344,31.930999755859375,33.119998931884766,77905700
2025-05-19,45.689998626708984,48.91999816894531,32.83000183105469,33.599998474121094,211352100
2025-05-26,40.34000015258789,48.939998626708984,39.29999923706055,46.54999923706055,111841200
2025-06-02,39.02000045776367,42.38999938964844,35.926998138427734,40.0099983215332,73164800
2025-06-09,37.84000015258789,44.04999923706055,37.439998626708984,42.53499984741211,161164500
2025-06-16,40.36000061035156,41.439998626708984,36.029998779296875,37.2400016784668,99588100
2025-06-23,40.25,42.810001373291016,37.380001068115234,38.869998931884766,104470600
2025-06-30,44.38999938964844,45.577999114990234,39.720001220703125,41.209999084472656,88866700
2025-07-07,41.810001373291016,47.880001068115234,41.77000045776367,46.380001068115234,127009200
2025-07-14,46.5099983215332,47.63999938964844,40.84000015258789,42.09000015258789,102539200
2025-07-21,43.16999816894531,47.724998474121094,41.290000915527344,46.810001373291016,88756100
2025-07-28,38.119998931884766,44.529998779296875,37.25,43.91999816894531,97509300
2025-08-04,41.849998474121094,43.599998474121094,38.41999816894531,38.9900016784668,110573400
2025-08-11,40.22999954223633,46.81999969482422,39.279998779296875,41.95000076293945,104049400
2025-08-18,39.779998779296875,40.5,34.77000045776367,40.0,68664400
