date,open,high,low,close,volume
2024-01-24,1.4800000190734863,1.5700000524520874,1.4299999475479126,1.440000057220459,11185700
2024-01-25,1.4700000286102295,1.5499999523162842,1.4299999475479126,1.5199999809265137,10342100
2024-01-26,1.6100000143051147,1.75,1.5800000429153442,1.690000057220459,17398800
2024-01-29,1.7300000190734863,1.9299999475479126,1.6799999475479126,1.8799999952316284,19683800
2024-01-30,1.909999966621399,2.0199999809265137,1.8300000429153442,1.8799999952316284,17515000
2024-01-31,1.7999999523162842,1.899999976158142,1.6699999570846558,1.6699999570846558,18999800
2024-02-01,1.7100000381469727,1.840000033378601,1.6699999570846558,1.8300000429153442,9480600
2024-02-02,1.7599999904632568,1.8700000047683716,1.7200000286102295,1.7799999713897705,11952800
2024-02-05,1.7699999809265137,1.7899999618530273,1.5499999523162842,1.559999942779541,11607500
2024-02-06,1.600000023841858,1.7100000381469727,1.5499999523162842,1.7000000476837158,7283200
2024-02-07,1.690000057220459,1.7400000095367432,1.5700000524520874,1.7200000286102295,14334700
2024-02-08,1.8200000524520874,2.069999933242798,1.809999942779541,2.0299999713897705,30266800
2024-02-09,2.240000009536743,2.2799999713897705,2.109999895095825,2.200000047683716,32182500
2024-02-12,2.2200000286102295,2.4800000190734863,2.2100000381469727,2.380000114440918,30708900
2024-02-13,2.140000104904175,2.3499999046325684,2.069999933242798,2.190000057220459,17287900
2024-02-14,2.4800000190734863,2.5199999809265137,2.359999895095825,2.4600000381469727,24812400
2024-02-15,2.6700000762939453,2.7300000190734863,2.319999933242798,2.4600000381469727,33443200
2024-02-16,2.4800000190734863,2.690000057220459,2.380000114440918,2.490000009536743,24733100
2024-02-20,2.5199999809265137,2.559999942779541,2.190000057220459,2.369999885559082,21959600
2024-02-21,2.200000047683716,2.309999942779541,2.1700000762939453,2.180000066757202,13094500
2024-02-22,2.2200000286102295,2.259999990463257,2.119999885559082,2.140000104904175,21339900
2024-02-23,2.0799999237060547,2.0999999046325684,1.909999966621399,2.0299999713897705,16042700
