date,open,high,low,close,volume
2022-10-17,4.090000152587891,4.550000190734863,4.090000152587891,4.400000095367432,29628200
2022-10-24,4.400000095367432,4.639999866485596,4.289999961853027,4.630000114440918,19335400
2022-10-31,4.599999904632568,4.789999961853027,4.190000057220459,4.409999847412109,21130400
2022-11-07,4.409999847412109,5.139999866485596,4.360000133514404,4.96999979019165,58931100
2022-11-14,4.940000057220459,5.010000228881836,4.610000133514404,4.760000228881836,24396500
2022-11-21,4.71999979019165,4.889999866485596,4.519999980926514,4.840000152587891,12340600
2022-11-28,4.800000190734863,5.28000020980835,4.639999866485596,5.199999809265137,34881600
2022-12-05,5.170000076293945,5.190000057220459,4.349999904632568,4.400000095367432,24604900
2022-12-12,4.380000114440918,4.71999979019165,4.170000076293945,4.21999979019165,31032700
2022-12-19,4.199999809265137,4.230000019073486,3.319999933242798,3.4000000953674316,62502800
2022-12-26,3.369999885559082,3.4100000858306885,3.1700000762939453,3.259999990463257,31191400
2023-01-02,3.3499999046325684,3.7100000381469727,3.2699999809265137,3.5199999809265137,37449600
2023-01-09,3.559999942779541,3.869999885559082,3.4600000381469727,3.809999942779541,28243300
2023-01-16,3.9600000381469727,4.349999904632568,3.9000000953674316,4.170000076293945,36769200
2023-01-23,4.179999828338623,4.409999847412109,4.110000133514404,4.369999885559082,26504100
2023-01-30,4.289999961853027,4.78000020980835,4.179999828338623,4.460000038146973,44815700
2023-02-06,4.400000095367432,4.53000020980835,4.050000190734863,4.110000133514404,33135500
2023-02-13,4.139999866485596,4.369999885559082,4.099999904632568,4.150000095367432,21346300
2023-02-20,4.079999923706055,4.110000133514404,3.740000009536743,3.799999952316284,19369900
2023-02-27,3.8499999046325684,4.139999866485596,3.799999952316284,4.119999885559082,20182700
2023-03-06,4.119999885559082,4.210000038146973,3.430000066757202,3.5899999141693115,51971400
2023-03-13,3.549999952316284,3.759999990463257,3.490000009536743,3.7200000286102295,26596800
2023-03-20,3.6700000762939453,3.9000000953674316,3.5899999141693115,3.8399999141693115,23024100
2023-03-27,3.880000114440918,4.699999809265137,3.799999952316284,4.559999942779541,44499900
2023-04-03,4.639999866485596,4.690000057220459,4.449999809265137,4.550000190734863,24705000
2023-04-10,4.46999979019165,4.639999866485596,4.380000114440918,4.510000228881836,17429300
2023-04-17,4.489999771118164,4.539999961853027,4.179999828338623,4.230000019073486,17960000
2023-04-24,4.190000057220459,4.21999979019165,3.8299999237060547,3.9100000858306885,17524100
2023-05-01,3.890000104904175,4.75,3.8499999046325684,4.690000057220459,28922200
2023-05-08,4.739999771118164,5.369999885559082,4.730000019073486,5.010000228881836,25556900
2023-05-15,5.0,5.510000228881836,4.96999979019165,5.380000114440918,24049800
2023-05-22,5.360000133514404,5.489999771118164,5.139999866485596,5.230000019073486,15436600
2023-05-29,5.269999980926514,5.489999771118164,5.099999904632568,5.309999942779541,13124300
2023-06-05,5.269999980926514,5.369999885559082,5.110000133514404,5.150000095367432,14695700
2023-06-12,5.179999828338623,5.289999961853027,5.079999923706055,5.099999904632568,24254800
2023-06-19,5.070000171661377,5.099999904632568,4.710000038146973,4.789999961853027,22213900
2023-06-26,4.739999771118164,5.71999979019165,4.739999771118164,5.53000020980835,55524600
2023-07-03,5.510000228881836,5.550000190734863,4.75,4.760000228881836,29050100
2023-07-10,4.760000228881836,5.050000190734863,4.739999771118164,4.869999885559082,19388400
2023-07-17,4.849999904632568,4.940000057220459,4.630000114440918,4.699999809265137,25085800
2023-07-24,4.690000057220459,4.78000020980835,4.619999885559082,4.75,18141500
