date,open,high,low,close,volume
2022-10-10,36.68421919146617,36.84673877000443,35.75424528222323,36.016082763671875,16628400
2022-10-11,35.94385393748722,36.21471875502768,35.45629519937458,35.73619079589844,19386400
2022-10-12,35.84453198961748,35.98899343895456,35.438233087034256,35.45629119873047,17279900
2022-10-13,35.23959329060713,36.83769982933616,34.85135254392104,36.66615295410156,26328300
2022-10-14,36.873820533285084,36.98216576007187,36.04316460996592,36.29597473144531,19571000
2022-10-17,37.05439786012984,37.49680954116517,36.97313807974318,37.289146423339844,27845200
2022-10-18,37.848936133886056,38.11980437916103,37.253032193900175,37.731563568115234,18223300
2022-10-19,37.587095418491195,38.137855700940065,37.44263398737609,37.81281661987305,19071700
2022-10-20,37.52390159282223,38.480957482210755,37.43361102687704,37.659332275390625,16830500
2022-10-21,37.78572947063246,38.79696297915657,37.74961669436774,38.643470764160156,25035000
2022-10-24,38.93240148704395,39.48316190582466,38.73376912273758,39.311614990234375,18785300
2022-10-25,39.131039680597304,40.08809910961675,39.0046363199073,40.05198287963867,19165200
2022-10-26,40.56661618616087,40.837480949644394,39.979739661752944,40.070030212402344,20051000
2022-10-27,40.42215571992815,40.71107860047887,40.051973063958016,40.106143951416016,18102500
2022-10-28,40.34992691856034,41.270869975002164,40.31381413840726,41.20766830444336,17978300
2022-10-31,40.909717364480215,41.20766759998781,40.683996132276754,41.018062591552734,17793700
2022-11-01,41.153495610553016,41.34310061392924,40.68399504678861,41.04514694213867,12088700
2022-11-02,41.05417488425425,41.72230773883039,40.22351903828242,40.2415771484375,15308800
2022-11-03,39.75401887729064,39.86236753923046,39.17617312387441,39.59149932861328,17895600
2022-11-04,40.17837591064971,40.70205077799759,39.573444713091696,40.196434020996094,19648700
2022-11-07,40.47632846533047,40.61175912290028,40.09711504682396,40.22351837158203,21383000
2022-11-08,40.34992752246563,40.94583145681932,39.88945770946937,40.2776985168457,17503100
2022-11-09,40.18740521927235,40.37701366511408,39.62761754794559,39.64567565917969,19311700
2022-11-10,41.26183948822776,41.361157375583545,40.313811058051265,41.22572326660156,27190100
2022-11-11,40.7923367813986,40.91874010616961,39.65469996999498,40.44021224975586,25961800
