symbol,timestamp,open,high,low,close,volume,trade_count,vwap
ARM,2026-03-30 08:00:00+00:00,144.45,144.55,143.54,144.33,23294.0,770.0,144.110883
ARM,2026-03-30 08:05:00+00:00,144.83,144.83,144.8,144.8,649.0,58.0,144.813889
ARM,2026-03-30 08:10:00+00:00,144.78,145.04,144.78,145.04,631.0,12.0,144.98572
ARM,2026-03-30 08:15:00+00:00,144.1808,144.1808,144.1808,144.1808,325.0,6.0,144.1808
ARM,2026-03-30 08:20:00+00:00,145.21,145.21,144.88,144.88,961.0,28.0,144.953171
ARM,2026-03-30 08:25:00+00:00,145.26,145.26,145.26,145.26,178.0,3.0,145.26
ARM,2026-03-30 08:30:00+00:00,145.01,145.01,145.01,145.01,520.0,9.0,145.01
ARM,2026-03-30 08:40:00+00:00,145.47,145.47,145.47,145.47,947.0,4.0,145.47
ARM,2026-03-30 08:45:00+00:00,145.3,145.3,145.3,145.3,213.0,6.0,145.3
ARM,2026-03-30 09:00:00+00:00,145.0,145.0,145.0,145.0,290.0,20.0,145.0
ARM,2026-03-30 09:05:00+00:00,145.17,145.17,145.17,145.17,295.0,7.0,145.17
ARM,2026-03-30 09:10:00+00:00,145.0,145.0,145.0,145.0,521.0,19.0,145.0
ARM,2026-03-30 09:15:00+00:00,144.78,144.78,144.58,144.58,642.0,33.0,144.723333
ARM,2026-03-30 09:30:00+00:00,144.87,144.99,144.87,144.99,499.0,15.0,144.933333
ARM,2026-03-30 09:45:00+00:00,144.16,144.16,144.16,144.16,100.0,1.0,144.16
ARM,2026-03-30 09:50:00+00:00,144.5,144.5,144.5,144.5,1519.0,51.0,144.5
ARM,2026-03-30 09:55:00+00:00,144.5,144.5,144.5,144.5,252.0,6.0,144.5
ARM,2026-03-30 10:00:00+00:00,144.35,144.35,144.33,144.35,2119.0,25.0,144.348985
ARM,2026-03-30 10:05:00+00:00,144.71,144.9178,144.61,144.9178,675.0,14.0,144.733435
ARM,2026-03-30 10:30:00+00:00,144.3,144.3,144.3,144.3,242.0,14.0,144.3
ARM,2026-03-30 10:35:00+00:00,144.3,144.3,143.98,143.98,2840.0,57.0,144.093026
ARM,2026-03-30 10:40:00+00:00,143.98,144.33,143.98,144.33,695.0,43.0,144.219083
ARM,2026-03-30 10:50:00+00:00,144.87,144.87,144.87,144.87,100.0,1.0,144.87
ARM,2026-03-30 10:55:00+00:00,144.16,144.16,144.16,144.16,386.0,3.0,144.16
ARM,2026-03-30 11:00:00+00:00,143.91,144.56,143.91,144.5,5347.0,192.0,144.289161
ARM,2026-03-30 11:05:00+00:00,144.456,144.5,144.1,144.5,2730.0,141.0,144.250859
ARM,2026-03-30 11:15:00+00:00,144.33,144.33,144.33,144.33,2985.0,32.0,144.33
ARM,2026-03-30 11:20:00+00:00,144.33,144.64,144.33,144.64,6574.0,46.0,144.3489
ARM,2026-03-30 11:25:00+00:00,144.8,145.19,144.77,144.78,4383.0,64.0,144.970286
ARM,2026-03-30 11:30:00+00:00,145.0,145.0,144.68,144.99,2233.0,80.0,144.875131
ARM,2026-03-30 11:35:00+00:00,144.66,145.0,144.6,144.843,2509.0,72.0,144.63904
ARM,2026-03-30 11:40:00+00:00,144.5836,145.0,144.55,144.69,1135.0,19.0,144.644152
ARM,2026-03-30 11:45:00+00:00,144.99,144.99,144.75,144.75,366.0,7.0,144.91
ARM,2026-03-30 11:50:00+00:00,144.99,144.99,144.82,144.8676,6689.0,16.0,144.90214
ARM,2026-03-30 11:55:00+00:00,144.55,144.61,144.44,144.44,2015.0,47.0,144.536424
ARM,2026-03-30 12:00:00+00:00,144.3563,144.5,144.3563,144.5,725.0,18.0,144.47605
ARM,2026-03-30 12:05:00+00:00,144.45,144.61,144.45,144.61,1937.0,50.0,144.482161
ARM,2026-03-30 12:10:00+00:00,144.7853,144.7853,144.7853,144.7853,590.0,9.0,144.7853
ARM,2026-03-30 12:15:00+00:00,144.72,144.91,144.5,144.9,1530.0,29.0,144.654506
ARM,2026-03-30 12:20:00+00:00,144.9,144.95,144.8,144.95,11622.0,47.0,144.941989
ARM,2026-03-30 12:25:00+00:00,144.98,145.317,144.98,145.317,3525.0,174.0,145.103704
ARM,2026-03-30 12:30:00+00:00,145.5,145.53,145.4325,145.44,3417.0,197.0,145.501246
ARM,2026-03-30 12:35:00+00:00,145.18,145.2,145.0,145.1,5325.0,69.0,145.153496
ARM,2026-03-30 12:40:00+00:00,145.08,145.19,144.95,145.0,3314.0,79.0,145.010731
ARM,2026-03-30 12:45:00+00:00,145.1,145.1,145.1,145.1,279.0,16.0,145.1
ARM,2026-03-30 12:50:00+00:00,145.15,145.522,145.15,145.522,3185.0,225.0,145.458952
ARM,2026-03-30 12:55:00+00:00,145.45,145.4817,145.45,145.4817,737.0,24.0,145.4639
ARM,2026-03-30 13:00:00+00:00,145.6,146.04,145.5086,145.7,11204.0,203.0,145.950512
ARM,2026-03-30 13:05:00+00:00,145.16,145.16,145.1,145.1,992.0,27.0,145.1325
ARM,2026-03-30 13:10:00+00:00,145.61,145.94,145.61,145.75,1454.0,75.0,145.805864
ARM,2026-03-30 13:15:00+00:00,145.7,146.06,145.7,146.06,4172.0,85.0,145.996127
ARM,2026-03-30 13:20:00+00:00,145.81,145.88,145.81,145.88,2931.0,52.0,145.844781
ARM,2026-03-30 13:25:00+00:00,145.0,145.18,144.08,144.08,10945.0,442.0,144.52076
ARM,2026-03-30 13:30:00+00:00,144.01,145.75,143.32,143.45,407421.0,4402.0,144.220605
ARM,2026-03-30 13:35:00+00:00,143.445,143.6,141.77,142.435,234713.0,3214.0,142.716846
ARM,2026-03-30 13:40:00+00:00,142.435,142.79,141.11,142.465,240992.0,2869.0,141.794544
ARM,2026-03-30 13:45:00+00:00,142.46,143.08,141.11,141.315,89676.0,1759.0,142.062056
ARM,2026-03-30 13:50:00+00:00,141.255,141.26,139.89,139.9,231117.0,3737.0,140.510905
ARM,2026-03-30 13:55:00+00:00,140.075,140.6,139.5,140.145,254800.0,3055.0,140.08271
ARM,2026-03-30 14:00:00+00:00,140.32,141.2977,140.32,140.745,125884.0,1741.0,140.817243
ARM,2026-03-30 14:05:00+00:00,140.7393,141.47,140.34,141.33,86637.0,1733.0,140.858495
ARM,2026-03-30 14:10:00+00:00,141.49,142.77,140.85,142.77,93828.0,1765.0,141.84407
ARM,2026-03-30 14:15:00+00:00,142.77,143.33,142.52,143.1099,145192.0,1972.0,142.838733
ARM,2026-03-30 14:20:00+00:00,143.11,143.8,142.2766,142.465,143217.0,2705.0,143.055209
ARM,2026-03-30 14:25:00+00:00,142.46,142.83,141.82,141.97,83973.0,1354.0,142.327757
ARM,2026-03-30 14:30:00+00:00,141.96,142.19,141.18,141.18,52424.0,1126.0,141.706068
ARM,2026-03-30 14:35:00+00:00,141.345,141.345,140.4101,140.745,113377.0,1869.0,140.809597
ARM,2026-03-30 14:40:00+00:00,140.83,140.99,139.25,139.32,104168.0,1861.0,139.94567
ARM,2026-03-30 14:45:00+00:00,139.315,140.26,139.31,139.74,93809.0,1826.0,139.755207
ARM,2026-03-30 14:50:00+00:00,139.63,140.3299,139.4,140.195,53666.0,1045.0,139.79159
ARM,2026-03-30 14:55:00+00:00,140.155,140.8,140.0,140.655,56549.0,1224.0,140.395613
ARM,2026-03-30 15:00:00+00:00,140.7072,141.87,140.545,141.77,77595.0,1260.0,141.393271
ARM,2026-03-30 15:05:00+00:00,141.85,141.89,141.05,141.29,57760.0,1120.0,141.317376
ARM,2026-03-30 15:10:00+00:00,141.37,141.525,140.45,140.52,89698.0,1400.0,141.050786
ARM,2026-03-30 15:15:00+00:00,140.45,140.47,139.5,139.99,72086.0,1541.0,139.905946
ARM,2026-03-30 15:20:00+00:00,140.02,140.5542,139.97,140.525,61938.0,961.0,140.272446
ARM,2026-03-30 15:25:00+00:00,140.525,140.6475,140.0,140.16,65476.0,1095.0,140.392107
ARM,2026-03-30 15:30:00+00:00,140.19,141.29,140.145,141.195,43832.0,911.0,140.773038
ARM,2026-03-30 15:35:00+00:00,141.3,141.805,141.01,141.08,74241.0,1132.0,141.526549
ARM,2026-03-30 15:40:00+00:00,141.05,141.29,140.8,141.2215,42920.0,780.0,141.057283
ARM,2026-03-30 15:45:00+00:00,141.28,141.92,141.07,141.79,51434.0,934.0,141.598534
ARM,2026-03-30 15:50:00+00:00,141.82,142.36,141.79,141.79,67588.0,1196.0,142.048491
ARM,2026-03-30 15:55:00+00:00,141.8,142.0899,141.31,141.44,50311.0,865.0,141.602234
ARM,2026-03-30 16:00:00+00:00,141.44,141.47,140.58,140.735,75852.0,1277.0,140.939396
