date,open,high,low,close,volume
2024-08-12,107.37382082347985,107.37382082347985,105.87614886071044,106.22248840332031,6536000
2024-08-13,106.30672250553539,107.52358491683171,105.62340592103085,107.07427978515625,9040300
2024-08-14,106.3909711948863,106.64370042372383,104.37847125613257,106.31608581542969,11029400
2024-08-15,106.86836219329531,107.17725906437536,105.37069013247887,106.06336212158203,9685100
2024-08-16,106.34416912435775,106.44713473872412,105.41748573652342,106.40032958984375,10102300
2024-08-19,106.39098146668799,107.27085976513345,106.06335968529989,107.10237121582031,6177500
2024-08-20,107.42063415398947,107.92609981894147,107.22406536341877,107.77632904052734,5392300
2024-08-21,107.4393481330632,109.14295139925838,107.22406157353204,108.60940551757812,8144100
2024-08-22,108.86214178265209,109.25527934943126,107.85121048967976,109.09615325927734,8201200
2024-08-23,109.33017307518479,109.33952839310966,108.5064480440967,109.14295959472656,8368200
2024-08-26,109.2646480951997,110.35982015487089,108.7311021834524,108.83406066894531,6518700
2024-08-27,108.83406083975757,109.1616826395693,107.87929710093485,109.04935455322266,5502600
2024-08-28,109.14296028312981,110.4721438661786,108.80598315764362,109.89179992675781,5403200
2024-08-29,110.38790265292084,110.82784540593933,109.3208108075613,109.94795989990234,7202500
2024-08-30,109.77009934348952,111.15545041511764,109.65777840623822,110.8746337890625,8876500
2024-09-03,110.69678678118639,111.23968795923254,108.97445866378565,109.12422943115234,7640300
2024-09-04,109.19910394471113,109.26462686354583,107.14916140458445,108.39410400390625,7693400
2024-09-05,109.15232445060866,112.39104274827105,108.90895049140158,111.00569152832031,12009700
2024-09-06,111.48306978379432,112.60632919423517,110.12580603032504,110.30364990234375,8577300
2024-09-09,105.91359463766241,109.42376675021333,105.22092267372881,108.02906036376953,14880200
2024-09-10,107.84184215346583,108.66555993536602,106.08207851608053,107.95417022705078,12734500
2024-09-11,107.58911877397232,108.47835952852549,106.96196258913072,107.37382507324219,7836600
2024-09-12,107.14918065338382,108.1226692948548,106.74668061067432,107.8792953491211,8330900
2024-09-13,108.66556579499107,109.3020772967024,107.64527918539719,108.45027923583984,6709600
2024-09-16,109.11931876814127,111.54105113897899,109.11931876814127,111.15470123291016,7846100
2024-09-17,112.10643008671643,112.26662078728121,110.93796969841675,111.46566009521484,7914900
2024-09-18,111.38086078411504,112.49278509130049,111.06990444584399,111.79547882080078,11135600
2024-09-19,112.0404808446992,112.32316907801663,109.58105511184839,110.46682739257812,9963000
2024-09-20,110.5045153624815,110.72124948218179,109.69413666122644,110.41028594970703,21200900
2024-09-23,110.43855339183096,111.34317587891822,108.85547482329325,108.9591293334961,6665300
2024-09-24,109.16643564682272,109.55278557331515,107.72470482697173,108.3277816772461,9840400
2024-09-25,108.64816900484392,109.32662506139567,108.00739896039805,108.11105346679688,7902300
2024-09-26,107.31009078611169,107.42317039570848,106.41490057517815,106.56566619873047,11132100
2024-09-27,106.64103809479948,107.74353717869168,106.48084739493326,107.13104248046875,11920100
2024-09-30,107.05565558715993,107.43258037686834,106.19815151084221,107.00853729248047,10936900
