date,open,high,low,close,volume
2022-10-03,5.269999980926514,5.46999979019165,4.960000038146973,5.010000228881836,92514700
2022-10-10,5.010000228881836,5.28000020980835,4.769999980926514,4.809999942779541,152785400
2022-10-17,4.949999809265137,5.349999904632568,4.849999904632568,5.150000095367432,170861000
2022-10-24,5.139999866485596,5.769999980926514,4.96999979019165,5.449999809265137,175171500
2022-10-31,5.559999942779541,6.46999979019165,5.010000228881836,5.179999828338623,436488500
2022-11-07,5.230000019073486,6.0,4.940000057220459,5.949999809265137,288019700
2022-11-14,5.889999866485596,6.130000114440918,5.159999847412109,5.179999828338623,221578000
2022-11-21,5.130000114440918,5.190000057220459,4.510000228881836,4.599999904632568,262460900
2022-11-28,4.539999961853027,4.909999847412109,4.409999847412109,4.699999809265137,195611700
2022-12-05,4.699999809265137,4.730000019073486,4.239999771118164,4.340000152587891,127938200
2022-12-12,4.309999942779541,4.920000076293945,4.269999980926514,4.639999866485596,194388000
2022-12-19,4.659999847412109,4.760000228881836,4.369999885559082,4.610000133514404,136105900
2022-12-26,4.550000190734863,4.650000095367432,4.239999771118164,4.610000133514404,120656100
2023-01-02,4.650000095367432,4.880000114440918,4.429999828338623,4.619999885559082,140136100
2023-01-09,4.670000076293945,5.489999771118164,4.670000076293945,5.440000057220459,216257400
2023-01-16,5.449999809265137,5.75,5.309999942779541,5.670000076293945,139340200
2023-01-23,5.710000038146973,6.039999961853027,5.539999961853027,5.940000057220459,180205900
2023-01-30,6.590000152587891,8.239999771118164,6.369999885559082,7.460000038146973,470136900
2023-02-06,7.349999904632568,7.639999866485596,6.639999866485596,6.809999942779541,195347900
2023-02-13,6.75,7.289999961853027,6.429999828338623,6.619999885559082,149217800
2023-02-20,6.460000038146973,6.690000057220459,6.309999942779541,6.380000114440918,85276200
2023-02-27,6.449999809265137,6.789999961853027,6.230000019073486,6.71999979019165,99799900
2023-03-06,6.800000190734863,6.96999979019165,5.210000038146973,5.579999923706055,185720200
2023-03-13,5.460000038146973,5.739999771118164,5.099999904632568,5.460000038146973,183074100
2023-03-20,5.46999979019165,6.03000020980835,5.190000057220459,5.739999771118164,179100200
2023-03-27,5.820000171661377,6.170000076293945,5.510000228881836,6.070000171661377,142813400
2023-04-03,6.139999866485596,6.275000095367432,5.579999923706055,5.75,107436600
2023-04-10,5.690000057220459,6.059999942779541,5.659999847412109,5.920000076293945,128124700
2023-04-17,5.889999866485596,6.099999904632568,5.809999942779541,5.940000057220459,95850000
2023-04-24,5.920000076293945,6.300000190734863,5.659999847412109,6.230000019073486,164110100
2023-05-01,6.519999980926514,6.539999961853027,4.590000152587891,5.159999847412109,405831800
2023-05-08,5.179999828338623,5.599999904632568,4.925000190734863,5.019999980926514,176185000
2023-05-15,4.679999828338623,5.135000228881836,4.449999809265137,4.929999828338623,245911800
2023-05-22,4.989999771118164,5.489999771118164,4.920000076293945,5.409999847412109,161733200
2023-05-29,5.809999942779541,7.260000228881836,5.590000152587891,7.03000020980835,392778700
2023-06-05,7.119999885559082,8.8100004196167,7.074999809265137,8.180000305175781,339185200
2023-06-12,8.460000038146973,10.229999542236328,8.399999618530273,8.600000381469727,559815100
2023-06-19,8.3100004196167,8.770000457763672,7.710000038146973,8.279999732971191,179330800
2023-06-26,8.239999771118164,9.40999984741211,8.140000343322754,8.34000015258789,250410300
2023-07-03,8.359999656677246,8.680000305175781,7.855000019073486,8.050000190734863,114594300
2023-07-10,8.100000381469727,9.449999809265137,8.039999961853027,9.079999923706055,214446900
2023-07-17,9.039999961853027,10.130000114440918,8.989999771118164,9.430000305175781,208274200
