Price,Close,High,Low,Open,Volume
Ticker,RKLB,RKLB,RKLB,RKLB,RKLB
Date,,,,,
2022-09-12,5.050000190734863,5.929999828338623,4.901000022888184,5.650000095367432,30458400
2022-09-19,4.119999885559082,5.179999828338623,3.9700000286102295,4.96999979019165,27190800
2022-09-26,4.070000171661377,4.429999828338623,4.070000171661377,4.099999904632568,19744800
2022-10-03,4.360000133514404,4.78000020980835,4.010000228881836,4.139999866485596,14555300
2022-10-10,3.950000047683716,4.400000095367432,3.7699999809265137,4.360000133514404,16178500
2022-10-17,4.239999771118164,4.489999771118164,4.010000228881836,4.010000228881836,11714300
2022-10-24,5.130000114440918,5.230000019073486,4.079999923706055,4.300000190734863,13349600
2022-10-31,5.179999828338623,5.364999771118164,4.809999942779541,5.119999885559082,12830000
2022-11-07,5.630000114440918,5.760000228881836,4.730000019073486,5.25,17856300
2022-11-14,4.599999904632568,5.579999923706055,4.357999801635742,5.559999942779541,19461300
2022-11-21,4.179999828338623,4.650000095367432,4.139999866485596,4.610000133514404,13043200
2022-11-28,4.25,4.289999961853027,3.880000114440918,4.170000076293945,18542300
2022-12-05,4.0,4.340000152587891,3.869999885559082,4.260000228881836,14148400
2022-12-12,4.070000171661377,4.5,3.950000047683716,4.03000020980835,18591600
2022-12-19,3.7699999809265137,4.079999923706055,3.609999895095825,4.079999923706055,18560600
2022-12-26,3.7699999809265137,3.805000066757202,3.4800000190734863,3.759999990463257,12931400
2023-01-02,4.230000019073486,4.260000228881836,3.7750000953674316,3.8499999046325684,11807100
2023-01-09,4.96999979019165,5.110000133514404,4.090000152587891,4.25,16593500
2023-01-16,4.78000020980835,5.679999828338623,4.679999828338623,5.050000190734863,21068000
2023-01-23,4.940000057220459,5.045000076293945,4.610000133514404,4.820000171661377,19336100
2023-01-30,5.309999942779541,5.46999979019165,4.78000020980835,4.869999885559082,23595900
2023-02-06,4.769999980926514,5.28000020980835,4.485000133514404,5.21999979019165,19182600
2023-02-13,4.909999847412109,5.230000019073486,4.599999904632568,4.840000152587891,16347500
2023-02-20,4.449999809265137,4.889999866485596,4.380000114440918,4.820000171661377,12928900
2023-02-27,4.570000171661377,4.670000076293945,4.171999931335449,4.525000095367432,23138300
2023-03-06,3.9100000858306885,4.599999904632568,3.7799999713897705,4.579999923706055,16829100
2023-03-13,3.880000114440918,4.061999797821045,3.700000047683716,3.7899999618530273,17080600
2023-03-20,3.930000066757202,3.990000009536743,3.690000057220459,3.9000000953674316,15529300
2023-03-27,4.039999961853027,4.164999961853027,3.8499999046325684,4.0,13149500
2023-04-03,3.7699999809265137,4.099999904632568,3.619999885559082,4.050000190734863,12315200
2023-04-10,4.019999980926514,4.150000095367432,3.7200000286102295,3.7300000190734863,13834800
2023-04-17,4.0,4.210000038146973,3.880000114440918,4.010000228881836,13109800
2023-04-24,3.9200000762939453,4.070000171661377,3.740000009536743,4.010000228881836,10564700
2023-05-01,3.8499999046325684,4.010000228881836,3.755000114440918,3.9200000762939453,13681500
2023-05-08,4.119999885559082,4.389999866485596,3.759999990463257,3.9200000762939453,23479600
2023-05-15,4.670000076293945,4.699999809265137,4.070000171661377,4.199999809265137,21168700
2023-05-22,4.449999809265137,5.014999866485596,4.360000133514404,4.699999809265137,22607700
2023-05-29,4.900000095367432,4.925000190734863,4.46999979019165,4.510000228881836,13622800
2023-06-05,5.21999979019165,5.409999847412109,4.789999961853027,4.849999904632568,17060200
2023-06-12,5.599999904632568,6.099999904632568,5.1020002365112305,5.239999771118164,30997600
2023-06-19,5.539999961853027,5.945000171661377,5.519999980926514,5.650000095367432,22681400
2023-06-26,6.0,6.139999866485596,5.309999942779541,5.550000190734863,19212000
2023-07-03,5.730000019073486,6.065000057220459,5.53000020980835,6.03000020980835,11286800
2023-07-10,6.320000171661377,6.840000152587891,5.679999828338623,5.699999809265137,30572700
2023-07-17,7.5,8.050000190734863,6.202000141143799,6.329999923706055,41199200
2023-07-24,7.099999904632568,7.789999961853027,6.710000038146973,7.46999979019165,27681400
2023-07-31,6.829999923706055,7.394999980926514,6.800000190734863,7.110000133514404,16774100
2023-08-07,6.320000171661377,7.489999771118164,6.119999885559082,6.869999885559082,24199800
2023-08-14,5.860000133514404,6.369999885559082,5.360000133514404,6.239999771118164,17197100
2023-08-21,5.789999961853027,6.078999996185303,5.599999904632568,5.940000057220459,12946800
2023-08-28,6.340000152587891,6.489999771118164,5.830999851226807,5.880000114440918,13634600
2023-09-04,6.199999809265137,6.59499979019165,6.059999942779541,6.309999942779541,9838400
2023-09-11,5.119999885559082,6.349999904632568,5.059999942779541,6.260000228881836,40275200
2023-09-18,4.480000019073486,5.21999979019165,4.170000076293945,5.099999904632568,35730700
2023-09-25,4.380000114440918,4.570000171661377,4.190000057220459,4.46999979019165,18545800
2023-10-02,4.5,4.53000020980835,4.130000114440918,4.400000095367432,15365000
2023-10-09,4.289999961853027,5.070000171661377,4.230000019073486,4.409999847412109,19676500
2023-10-16,4.090000152587891,4.53000020980835,4.059999942779541,4.28000020980835,14852700
2023-10-23,4.159999847412109,4.366000175476074,4.0,4.079999923706055,12716400
2023-10-30,4.610000133514404,4.809999942779541,4.110000133514404,4.199999809265137,13470300
2023-11-06,4.369999885559082,4.650000095367432,4.210000038146973,4.630000114440918,14426000
2023-11-13,4.210000038146973,4.650000095367432,4.139999866485596,4.380000114440918,43661600
2023-11-20,4.380000114440918,4.409999847412109,4.170000076293945,4.289999961853027,12050000
2023-11-27,4.460000038146973,4.639999866485596,4.159999847412109,4.369999885559082,19029800
2023-12-04,4.800000190734863,4.931000232696533,4.420000076293945,4.460000038146973,15070800
2023-12-11,4.610000133514404,5.479000091552734,4.480000019073486,4.789999961853027,32543700
2023-12-18,5.440000057220459,5.760000228881836,4.340000152587891,4.679999828338623,77122400
2023-12-25,5.53000020980835,6.139999866485596,5.381999969482422,5.635000228881836,47770300
2024-01-01,5.400000095367432,5.614999771118164,5.050000190734863,5.449999809265137,27045000
2024-01-08,5.170000076293945,5.670000076293945,5.059999942779541,5.420000076293945,29987300
2024-01-15,4.860000133514404,5.159999847412109,4.690000057220459,5.110000133514404,20416700
2024-01-22,4.880000114440918,5.244999885559082,4.829999923706055,4.900000095367432,18711500
2024-01-29,3.9749999046325684,5.159999847412109,3.890000104904175,4.880000114440918,121512600
2024-02-05,4.340000152587891,4.46999979019165,3.950000047683716,3.9800000190734863,43096300
2024-02-12,4.889999866485596,5.079999923706055,4.380000114440918,4.434999942779541,50349500
2024-02-19,4.380000114440918,5.099999904632568,4.360000133514404,4.920000076293945,28424400
2024-02-26,4.539999961853027,4.809999942779541,4.110000133514404,4.389999866485596,46269600
2024-03-04,4.420000076293945,4.699999809265137,4.170000076293945,4.619999885559082,30044800
2024-03-11,4.119999885559082,4.724999904632568,4.110000133514404,4.440000057220459,44994600
2024-03-18,4.050000190734863,4.28000020980835,3.950000047683716,4.159999847412109,47340000
2024-03-25,4.110000133514404,4.230000019073486,4.050000190734863,4.070000171661377,24212100
2024-04-01,3.799999952316284,4.139999866485596,3.7799999713897705,4.130000114440918,42026900
2024-04-08,3.7300000190734863,3.9549999237060547,3.6600000858306885,3.809999942779541,35690200
2024-04-15,3.549999952316284,3.7850000858306885,3.4700000286102295,3.759999990463257,38230500
2024-04-22,3.7699999809265137,3.7799999713897705,3.490000009536743,3.5799999237060547,27599900
2024-04-29,4.0,4.079999923706055,3.7100000381469727,3.809999942779541,32760600
2024-05-06,4.110000133514404,4.300000190734863,3.6549999713897705,4.059999942779541,52764600
2024-05-13,4.25,4.639999866485596,4.150000095367432,4.159999847412109,53286200
2024-05-20,4.210000038146973,4.53000020980835,4.179999828338623,4.289999961853027,26146600
2024-05-27,4.369999885559082,4.46999979019165,4.150000095367432,4.25,25332100
2024-06-03,4.440000057220459,4.449999809265137,4.230000019073486,4.400000095367432,21013500
2024-06-10,4.389999866485596,4.940000057220459,4.329999923706055,4.380000114440918,30944100
2024-06-17,5.010000228881836,5.099999904632568,4.195000171661377,4.349999904632568,60987500
2024-06-24,4.800000190734863,5.159999847412109,4.659999847412109,5.079999923706055,41171000
2024-07-01,4.880000114440918,4.880000114440918,4.489999771118164,4.78000020980835,19822000
2024-07-08,5.650000095367432,5.679999828338623,4.909999847412109,4.96999979019165,34127900
2024-07-15,5.199999809265137,5.840000152587891,5.150000095367432,5.590000152587891,38525100
2024-07-22,5.400000095367432,5.519999980926514,5.090000152587891,5.25,21574700
2024-07-29,4.809999942779541,5.5,4.650000095367432,5.420000076293945,29122000
2024-08-05,5.369999885559082,5.590000152587891,4.199999809265137,4.25,40924300
2024-08-12,6.559999942779541,7.099999904632568,5.03000020980835,5.409999847412109,121854500
2024-08-19,6.960000038146973,7.360000133514404,6.21999979019165,6.78000020980835,138480500
2024-08-26,6.269999980926514,6.96999979019165,5.960000038146973,6.960000038146973,58526600
2024-09-02,5.809999942779541,6.46999979019165,5.739999771118164,6.199999809265137,31990900
2024-09-09,7.460000038146973,7.46999979019165,5.880000114440918,5.900000095367432,56945400
2024-09-16,7.46999979019165,7.71999979019165,7.0,7.46999979019165,67585600
2024-09-23,9.779999732971191,10.289999961853027,7.275000095367432,7.630000114440918,106616600
2024-09-30,9.800000190734863,10.149999618530273,8.800000190734863,9.869999885559082,70431900
2024-10-07,9.699999809265137,10.140000343322754,8.989999771118164,9.960000038146973,50967000
